TimePeriod,GeoType,GeoID,GeoRank,Geography,"Estimated annual rate per 10,000",Number
2012,UHF42,210,4,Coney Island - Sheepshead Bay,76.4,301
2012,UHF42,211,4,Williamsburg - Bushwick,358.1,"1,403"
2012,UHF42,301,4,Washington Heights,222.7,777
2012,UHF42,302,4,Central Harlem - Morningside Heights,579.0,"1,418"
2012,UHF42,303,4,East Harlem,592.9,"1,007"
2012,UHF42,304,4,Upper West Side,159.6,319
2012,UHF42,305,4,Upper East Side,51.0,101
2012,UHF42,306,4,Chelsea - Clinton,186.1,133
2012,UHF42,307,4,Gramercy Park - Murray Hill,123.9,68
2012,UHF42,308,4,Greenwich Village - SoHo,32.3,17
2012,UHF42,309,4,Union Square - Lower East Side,322.4,520
2012,UHF42,310,4,Lower Manhattan,98.5,40
2012,UHF42,401,4,Long Island City - Astoria,146.0,316
2012,UHF42,402,4,West Queens,149.8,972
2012,UHF42,403,4,Flushing - Clearview,71.2,216
2012,UHF42,404,4,Bayside - Little Neck,39.7,50
2012,UHF42,405,4,Ridgewood - Forest Hills,107.6,348
2012,UHF42,406,4,Fresh Meadows,109.3,157
2012,UHF42,407,4,Southwest Queens,143.7,675
2012,UHF42,408,4,Jamaica,188.8,937
2012,UHF42,409,4,Southeast Queens,139.9,445
2012,UHF42,410,4,Rockaways,189.3,418
2012,UHF42,501,4,Port Richmond,213.5,288
2012,UHF42,502,4,Stapleton - St. George,166.7,337
2012,UHF42,503,4,Willowbrook,68.0,90
2012,UHF42,504,4,South Beach - Tottenville,52.9,169
2012,Borough,1,1,Bronx,381.0,"9,927"
2012,Borough,2,1,Brooklyn,202.6,"8,340"
2012,Borough,3,1,Manhattan,290.6,"4,549"
2012,Borough,4,1,Queens,142.5,"4,639"
2012,Borough,5,1,Staten Island,113.8,898
2012,Citywide,1,0,New York City,229.9,"28,353"
2011,UHF42,101,4,Kingsbridge - Riverdale,132.5,160
2011,UHF42,102,4,Northeast Bronx,153.9,520
2011,UHF42,103,4,Fordham - Bronx Pk,257.9,"1,209"
2011,UHF42,104,4,Pelham - Throgs Neck,304.7,"1,589"
2011,UHF42,105,4,Crotona -Tremont,370.3,"1,647"
2011,UHF42,106,4,High Bridge - Morrisania,447.3,"1,977"
2011,UHF42,107,4,Hunts Point - Mott Haven,470.3,"1,386"
2011,UHF42,201,4,Greenpoint,85.8,156
2011,UHF42,202,4,Downtown - Heights - Slope,181.4,481
2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,361.4,"1,980"
2011,UHF42,204,4,East New York,322.4,"1,241"
2011,UHF42,205,4,Sunset Park,111.0,221
2011,UHF42,206,4,Borough Park,47.8,312
2011,UHF42,207,4,East Flatbush - Flatbush,233.8,"1,129"
2011,UHF42,208,4,Canarsie - Flatlands,153.7,540
2011,UHF42,209,4,Bensonhurst - Bay Ridge,46.8,131
2011,UHF42,210,4,Coney Island - Sheepshead Bay,75.5,296
2011,UHF42,211,4,Williamsburg - Bushwick,336.0,"1,330"
2011,UHF42,301,4,Washington Heights,236.0,834
2011,UHF42,302,4,Central Harlem - Morningside Heights,565.4,"1,399"
2011,UHF42,303,4,East Harlem,580.5,998
2011,UHF42,304,4,Upper West Side,160.0,316
2011,UHF42,305,4,Upper East Side,74.5,145
2011,UHF42,306,4,Chelsea - Clinton,157.6,111
2011,UHF42,307,4,Gramercy Park - Murray Hill,116.8,63
2011,UHF42,308,4,Greenwich Village - SoHo,56.0,29
2011,UHF42,309,4,Union Square - Lower East Side,298.2,482
2011,UHF42,310,4,Lower Manhattan,160.8,64
2011,UHF42,401,4,Long Island City - Astoria,187.1,403
2011,UHF42,402,4,West Queens,157.0,"1,016"
2011,UHF42,403,4,Flushing - Clearview,84.2,255
2011,UHF42,404,4,Bayside - Little Neck,30.2,38
2011,UHF42,405,4,Ridgewood - Forest Hills,109.4,353
2011,UHF42,406,4,Fresh Meadows,109.4,157
2011,UHF42,407,4,Southwest Queens,135.6,637
2011,UHF42,408,4,Jamaica,198.1,994
2011,UHF42,409,4,Southeast Queens,126.6,408
2011,UHF42,410,4,Rockaways,209.3,466
2011,UHF42,501,4,Port Richmond,225.5,307
2011,UHF42,502,4,Stapleton - St. George,180.4,368
2011,UHF42,503,4,Willowbrook,71.2,95
2011,UHF42,504,4,South Beach - Tottenville,45.6,147
2011,Borough,1,1,Bronx,332.4,"8,705"
2011,Borough,2,1,Brooklyn,193.2,"7,987"
2011,Borough,3,1,Manhattan,293.4,"4,594"
2011,Borough,4,1,Queens,148.5,"4,844"
2011,Borough,5,1,Staten Island,117.0,931
2011,Citywide,1,0,New York City,218.6,"27,061"
2010,UHF42,101,4,Kingsbridge - Riverdale,125.3,150
2010,UHF42,102,4,Northeast Bronx,146.5,483
2010,UHF42,103,4,Fordham - Bronx Pk,241.3,"1,173"
2010,UHF42,104,4,Pelham - Throgs Neck,241.6,"1,267"
2010,UHF42,105,4,Crotona -Tremont,357.8,"1,595"
2010,UHF42,106,4,High Bridge - Morrisania,398.2,"1,775"
2010,UHF42,107,4,Hunts Point - Mott Haven,404.7,"1,207"
2010,UHF42,201,4,Greenpoint,109.1,203
2010,UHF42,202,4,Downtown - Heights - Slope,150.4,383
2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,338.0,"1,870"
2010,UHF42,204,4,East New York,294.1,"1,172"
2010,UHF42,205,4,Sunset Park,85.0,176
2010,UHF42,206,4,Borough Park,29.4,198
2010,UHF42,207,4,East Flatbush - Flatbush,205.3,"1,027"
2010,UHF42,208,4,Canarsie - Flatlands,148.4,510
2010,UHF42,209,4,Bensonhurst - Bay Ridge,38.1,113
2010,UHF42,210,4,Coney Island - Sheepshead Bay,69.0,297
2010,UHF42,211,4,Williamsburg - Bushwick,320.3,"1,272"
2010,UHF42,301,4,Washington Heights,236.0,839
2010,UHF42,302,4,Central Harlem - Morningside Heights,544.6,"1,336"
2010,UHF42,303,4,East Harlem,509.0,938
2010,UHF42,304,4,Upper West Side,147.8,299
2010,UHF42,305,4,Upper East Side,65.1,126
2010,UHF42,306,4,Chelsea - Clinton,163.5,118
2010,UHF42,307,4,Gramercy Park - Murray Hill,141.1,79
2010,UHF42,308,4,Greenwich Village - SoHo,53.0,28
2010,UHF42,309,4,Union Square - Lower East Side,219.3,372
2010,UHF42,310,4,Lower Manhattan,81.0,30
2010,UHF42,401,4,Long Island City - Astoria,167.5,390
2010,UHF42,402,4,West Queens,127.5,900
2010,UHF42,403,4,Flushing - Clearview,73.9,238
2010,UHF42,404,4,Bayside - Little Neck,41.6,53
2010,UHF42,405,4,Ridgewood - Forest Hills,106.8,345
2010,UHF42,406,4,Fresh Meadows,103.1,149
2010,UHF42,407,4,Southwest Queens,154.8,700
2010,UHF42,408,4,Jamaica,207.3,"1,006"
2010,UHF42,409,4,Southeast Queens,145.6,456
2010,UHF42,410,4,Rockaways,209.9,459
2010,UHF42,501,4,Port Richmond,149.9,221
2010,UHF42,502,4,Stapleton - St. George,168.0,351
2010,UHF42,503,4,Willowbrook,51.1,69
2010,UHF42,504,4,South Beach - Tottenville,51.7,164
2010,Borough,1,1,Bronx,295.3,"7,825"
2010,Borough,2,1,Brooklyn,173.4,"7,357"
2010,Borough,3,1,Manhattan,271.9,"4,290"
2010,Borough,4,1,Queens,145.0,"4,808"
2010,Borough,5,1,Staten Island,101.5,820
2010,Citywide,1,0,New York City,199.3,"25,100"
2009,UHF42,101,4,Kingsbridge - Riverdale,127.3,153
2009,UHF42,102,4,Northeast Bronx,151.4,504
2009,UHF42,103,4,Fordham - Bronx Pk,262.5,"1,286"
2009,UHF42,104,4,Pelham - Throgs Neck,198.2,"1,041"
2009,UHF42,105,4,Crotona -Tremont,317.7,"1,435"
2009,UHF42,106,4,High Bridge - Morrisania,378.5,"1,686"
2009,UHF42,107,4,Hunts Point - Mott Haven,492.0,"1,473"
2009,UHF42,201,4,Greenpoint,125.3,227
2009,UHF42,202,4,Downtown - Heights - Slope,137.4,351
2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,304.0,"1,712"
2009,UHF42,204,4,East New York,287.7,"1,143"
2009,UHF42,205,4,Sunset Park,84.1,173
2009,UHF42,206,4,Borough Park,30.0,200
2009,UHF42,207,4,East Flatbush - Flatbush,190.8,975
2009,UHF42,208,4,Canarsie - Flatlands,147.4,508
2009,UHF42,209,4,Bensonhurst - Bay Ridge,32.2,94
2009,UHF42,210,4,Coney Island - Sheepshead Bay,69.7,300
2009,UHF42,211,4,Williamsburg - Bushwick,335.4,"1,333"
2009,UHF42,301,4,Washington Heights,235.4,865
2009,UHF42,302,4,Central Harlem - Morningside Heights,587.1,"1,452"
2009,UHF42,303,4,East Harlem,610.9,"1,139"
2009,UHF42,304,4,Upper West Side,168.5,339
2009,UHF42,305,4,Upper East Side,65.7,126
2009,UHF42,306,4,Chelsea - Clinton,202.6,142
2009,UHF42,307,4,Gramercy Park - Murray Hill,131.0,73
2009,UHF42,308,4,Greenwich Village - SoHo,48.7,26
2009,UHF42,309,4,Union Square - Lower East Side,240.4,418
2009,UHF42,310,4,Lower Manhattan,97.5,35
2009,UHF42,401,4,Long Island City - Astoria,150.5,354
2009,UHF42,402,4,West Queens,143.8,"1,003"
2009,UHF42,403,4,Flushing - Clearview,84.3,271
2009,UHF42,404,4,Bayside - Little Neck,49.1,62
2009,UHF42,405,4,Ridgewood - Forest Hills,108.3,348
2009,UHF42,406,4,Fresh Meadows,106.0,152
2009,UHF42,407,4,Southwest Queens,149.3,673
2009,UHF42,408,4,Jamaica,210.6,"1,023"
2009,UHF42,409,4,Southeast Queens,143.0,452
2009,UHF42,410,4,Rockaways,250.1,541
2009,UHF42,501,4,Port Richmond,167.1,244
2009,UHF42,502,4,Stapleton - St. George,156.9,327
2009,UHF42,503,4,Willowbrook,59.5,81
2009,UHF42,504,4,South Beach - Tottenville,47.8,152
2009,Borough,1,1,Bronx,290.4,"7,739"
2009,Borough,2,1,Brooklyn,169.4,"7,190"
2009,Borough,3,1,Manhattan,299.9,"4,776"
2009,Borough,4,1,Queens,152.7,"5,046"
2009,Borough,5,1,Staten Island,101.6,822
2009,Citywide,1,0,New York City,202.7,"25,573"
2008,UHF42,101,4,Kingsbridge - Riverdale,105.1,126
2008,UHF42,102,4,Northeast Bronx,238.4,794
2008,UHF42,103,4,Fordham - Bronx Pk,228.3,"1,123"
2008,UHF42,104,4,Pelham - Throgs Neck,237.6,"1,243"
2008,UHF42,105,4,Crotona -Tremont,338.3,"1,542"
2008,UHF42,106,4,High Bridge - Morrisania,382.9,"1,710"
2008,UHF42,107,4,Hunts Point - Mott Haven,403.3,"1,209"
2008,UHF42,201,4,Greenpoint,95.1,175
2008,UHF42,202,4,Downtown - Heights - Slope,151.2,386
2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,287.2,"1,648"
2008,UHF42,204,4,East New York,271.8,"1,080"
2008,UHF42,205,4,Sunset Park,86.6,177
2008,UHF42,206,4,Borough Park,23.8,155
2008,UHF42,207,4,East Flatbush - Flatbush,180.0,939
2008,UHF42,208,4,Canarsie - Flatlands,125.4,433
2008,UHF42,209,4,Bensonhurst - Bay Ridge,28.6,81
2008,UHF42,210,4,Coney Island - Sheepshead Bay,63.1,269
2008,UHF42,211,4,Williamsburg - Bushwick,305.9,"1,220"
2008,UHF42,301,4,Washington Heights,231.6,899
2008,UHF42,302,4,Central Harlem - Morningside Heights,541.9,"1,371"
2008,UHF42,303,4,East Harlem,615.6,"1,185"
2008,UHF42,304,4,Upper West Side,157.6,314
2008,UHF42,305,4,Upper East Side,71.1,133
2008,UHF42,306,4,Chelsea - Clinton,151.8,106
2008,UHF42,307,4,Gramercy Park - Murray Hill,149.7,82
2008,UHF42,308,4,Greenwich Village - SoHo,37.7,20
2008,UHF42,309,4,Union Square - Lower East Side,220.5,394
2008,UHF42,310,4,Lower Manhattan,92.5,32
2008,UHF42,401,4,Long Island City - Astoria,159.7,377
2008,UHF42,402,4,West Queens,131.8,904
2008,UHF42,403,4,Flushing - Clearview,80.2,255
2008,UHF42,404,4,Bayside - Little Neck,51.7,64
2008,UHF42,405,4,Ridgewood - Forest Hills,79.7,252
2008,UHF42,406,4,Fresh Meadows,77.5,109
2008,UHF42,407,4,Southwest Queens,129.2,576
2008,UHF42,408,4,Jamaica,147.5,714
2008,UHF42,409,4,Southeast Queens,100.4,319
2008,UHF42,410,4,Rockaways,199.2,423
2008,UHF42,501,4,Port Richmond,142.7,207
2008,UHF42,502,4,Stapleton - St. George,138.7,289
2008,UHF42,503,4,Willowbrook,50.2,69
2008,UHF42,504,4,South Beach - Tottenville,43.6,139
2008,Borough,1,1,Bronx,298.3,"7,965"
2008,Borough,2,1,Brooklyn,158.6,"6,727"
2008,Borough,3,1,Manhattan,289.1,"4,682"
2008,Borough,4,1,Queens,126.3,"4,133"
2008,Borough,5,1,Staten Island,88.9,720
2008,Citywide,1,0,New York City,192.1,"24,227"
2007,UHF42,101,4,Kingsbridge - Riverdale,110.2,132
2007,UHF42,102,4,Northeast Bronx,219.2,731
2007,UHF42,103,4,Fordham - Bronx Pk,243.8,"1,209"
2007,UHF42,104,4,Pelham - Throgs Neck,257.8,"1,348"
2007,UHF42,105,4,Crotona -Tremont,356.2,"1,645"
2007,UHF42,106,4,High Bridge - Morrisania,367.4,"1,651"
2007,UHF42,107,4,Hunts Point - Mott Haven,410.0,"1,236"
2007,UHF42,201,4,Greenpoint,151.2,285
2007,UHF42,202,4,Downtown - Heights - Slope,141.2,363
2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,280.2,"1,650"
2007,UHF42,204,4,East New York,259.4,"1,039"
2007,UHF42,205,4,Sunset Park,86.8,177
2007,UHF42,206,4,Borough Park,21.0,134
2007,UHF42,207,4,East Flatbush - Flatbush,193.8,"1,039"
2007,UHF42,208,4,Canarsie - Flatlands,121.2,422
2007,UHF42,209,4,Bensonhurst - Bay Ridge,34.3,95
2007,UHF42,210,4,Coney Island - Sheepshead Bay,68.3,290
2007,UHF42,211,4,Williamsburg - Bushwick,295.2,"1,192"
2007,UHF42,301,4,Washington Heights,228.8,924
2007,UHF42,302,4,Central Harlem - Morningside Heights,566.4,"1,458"
2007,UHF42,303,4,East Harlem,601.7,"1,184"
2007,UHF42,304,4,Upper West Side,158.2,311
2007,UHF42,305,4,Upper East Side,62.1,113
2007,UHF42,306,4,Chelsea - Clinton,200.9,139
2007,UHF42,307,4,Gramercy Park - Murray Hill,124.8,67
2007,UHF42,308,4,Greenwich Village - SoHo,32.3,17
2007,UHF42,309,4,Union Square - Lower East Side,242.2,442
2007,UHF42,310,4,Lower Manhattan,84.3,28
2007,UHF42,401,4,Long Island City - Astoria,175.8,420
2007,UHF42,402,4,West Queens,138.1,939
2007,UHF42,403,4,Flushing - Clearview,81.9,259
2007,UHF42,404,4,Bayside - Little Neck,49.2,60
2007,UHF42,405,4,Ridgewood - Forest Hills,76.8,241
2007,UHF42,406,4,Fresh Meadows,100.0,139
2007,UHF42,407,4,Southwest Queens,137.4,611
2007,UHF42,408,4,Jamaica,141.4,685
2007,UHF42,409,4,Southeast Queens,101.7,326
2007,UHF42,410,4,Rockaways,236.8,497
2007,UHF42,501,4,Port Richmond,160.1,230
2007,UHF42,502,4,Stapleton - St. George,131.7,274
2007,UHF42,503,4,Willowbrook,39.7,55
2007,UHF42,504,4,South Beach - Tottenville,38.2,122
2007,Borough,1,1,Bronx,282.0,"7,572"
2007,Borough,2,1,Brooklyn,118.5,"5,055"
2007,Borough,3,1,Manhattan,479.1,"7,842"
2007,Borough,4,1,Queens,138.4,"4,514"
2007,Borough,5,1,Staten Island,86.8,703
2007,Citywide,1,0,New York City,202.9,"25,686"
2006,UHF42,101,4,Kingsbridge - Riverdale,96.2,116
2006,UHF42,102,4,Northeast Bronx,229.7,772
2006,UHF42,103,4,Fordham - Bronx Pk,236.6,"1,186"
2006,UHF42,104,4,Pelham - Throgs Neck,265.5,"1,394"
2006,UHF42,105,4,Crotona -Tremont,388.7,"1,823"
2006,UHF42,106,4,High Bridge - Morrisania,411.3,"1,865"
2006,UHF42,107,4,Hunts Point - Mott Haven,440.2,"1,337"
2006,UHF42,201,4,Greenpoint,102.2,199
2006,UHF42,202,4,Downtown - Heights - Slope,158.3,413
2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,288.8,"1,749"
2006,UHF42,204,4,East New York,253.8,"1,028"
2006,UHF42,205,4,Sunset Park,63.4,130
2006,UHF42,206,4,Borough Park,27.0,171
2006,UHF42,207,4,East Flatbush - Flatbush,184.8,"1,021"
2006,UHF42,208,4,Canarsie - Flatlands,126.7,447
2006,UHF42,209,4,Bensonhurst - Bay Ridge,26.8,73
2006,UHF42,210,4,Coney Island - Sheepshead Bay,67.9,290
2006,UHF42,211,4,Williamsburg - Bushwick,291.1,"1,195"
2006,UHF42,301,4,Washington Heights,226.3,953
2006,UHF42,302,4,Central Harlem - Morningside Heights,554.1,"1,460"
2006,UHF42,303,4,East Harlem,570.9,"1,153"
2006,UHF42,304,4,Upper West Side,153.8,301
2006,UHF42,305,4,Upper East Side,72.1,129
2006,UHF42,306,4,Chelsea - Clinton,199.8,138
2006,UHF42,307,4,Gramercy Park - Murray Hill,118.6,63
2006,UHF42,308,4,Greenwich Village - SoHo,53.1,28
2006,UHF42,309,4,Union Square - Lower East Side,210.4,394
2006,UHF42,310,4,Lower Manhattan,115.3,37
2006,UHF42,401,4,Long Island City - Astoria,165.2,404
2006,UHF42,402,4,West Queens,153.0,"1,042"
2006,UHF42,403,4,Flushing - Clearview,88.5,282
2006,UHF42,404,4,Bayside - Little Neck,42.7,52
2006,UHF42,405,4,Ridgewood - Forest Hills,80.1,253
2006,UHF42,406,4,Fresh Meadows,89.8,125
2006,UHF42,407,4,Southwest Queens,131.5,589
2006,UHF42,408,4,Jamaica,194.0,952
2006,UHF42,409,4,Southeast Queens,120.1,393
2006,UHF42,410,4,Rockaways,218.7,460
2006,UHF42,501,4,Port Richmond,186.7,267
2006,UHF42,502,4,Stapleton - St. George,167.1,349
2006,UHF42,503,4,Willowbrook,60.6,85
2006,UHF42,504,4,South Beach - Tottenville,41.2,133
2006,Borough,1,1,Bronx,269.4,"7,299"
2006,Borough,2,1,Brooklyn,121.2,"5,236"
2006,Borough,3,1,Manhattan,509.3,"8,476"
2006,Borough,4,1,Queens,148.8,"4,892"
2006,Borough,5,1,Staten Island,105.9,863
2006,Citywide,1,0,New York City,209.2,"26,766"
2005,UHF42,101,4,Kingsbridge - Riverdale,101.7,124
2005,UHF42,102,4,Northeast Bronx,192.6,654
2005,UHF42,103,4,Fordham - Bronx Pk,228.4,"1,165"
2005,UHF42,104,4,Pelham - Throgs Neck,211.0,"1,119"
2005,UHF42,105,4,Crotona -Tremont,340.4,"1,630"
2005,UHF42,106,4,High Bridge - Morrisania,342.3,"1,575"
2005,UHF42,107,4,Hunts Point - Mott Haven,362.2,"1,115"
2005,UHF42,201,4,Greenpoint,110.5,223
2005,UHF42,202,4,Downtown - Heights - Slope,162.3,431
2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,286.2,"1,785"
2005,UHF42,204,4,East New York,269.3,"1,106"
2005,UHF42,205,4,Sunset Park,71.5,148
2005,UHF42,206,4,Borough Park,19.8,125
2005,UHF42,207,4,East Flatbush - Flatbush,166.1,947
2005,UHF42,208,4,Canarsie - Flatlands,116.1,416
2005,UHF42,209,4,Bensonhurst - Bay Ridge,24.5,66
2005,UHF42,210,4,Coney Island - Sheepshead Bay,65.6,283
2005,UHF42,211,4,Williamsburg - Bushwick,345.0,"1,444"
2005,UHF42,301,4,Washington Heights,257.4,"1,119"
2005,UHF42,302,4,Central Harlem - Morningside Heights,687.1,"1,840"
2005,UHF42,303,4,East Harlem,485.7,998
2005,UHF42,304,4,Upper West Side,260.3,505
2005,UHF42,305,4,Upper East Side,68.5,120
2005,UHF42,306,4,Chelsea - Clinton,231.9,159
2005,UHF42,307,4,Gramercy Park - Murray Hill,93.6,49
2005,UHF42,308,4,Greenwich Village - SoHo,38.0,20
2005,UHF42,309,4,Union Square - Lower East Side,201.6,384
2005,UHF42,310,4,Lower Manhattan,78.0,24
2005,UHF42,401,4,Long Island City - Astoria,139.3,350
2005,UHF42,402,4,West Queens,115.1,790
2005,UHF42,403,4,Flushing - Clearview,83.7,270
2005,UHF42,404,4,Bayside - Little Neck,31.1,38
2005,UHF42,405,4,Ridgewood - Forest Hills,93.3,298
2005,UHF42,406,4,Fresh Meadows,72.9,102
2005,UHF42,407,4,Southwest Queens,110.8,502
2005,UHF42,408,4,Jamaica,171.2,852
2005,UHF42,409,4,Southeast Queens,116.9,391
2005,UHF42,410,4,Rockaways,210.8,445
2005,UHF42,501,4,Port Richmond,181.1,260
2005,UHF42,502,4,Stapleton - St. George,145.1,306
2005,UHF42,503,4,Willowbrook,60.9,87
2005,UHF42,504,4,South Beach - Tottenville,50.2,164
2005,Borough,1,1,Bronx,265.2,"7,289"
2005,Borough,2,1,Brooklyn,130.1,"5,708"
2005,Borough,3,1,Manhattan,453.7,"7,626"
2005,Borough,4,1,Queens,131.0,"4,362"
2005,Borough,5,1,Staten Island,103.1,849
2005,Citywide,1,0,New York City,199.2,"25,834"
